Date,Confirmed,Deaths,Recovered,New_Confirmed,New_Deaths,Active
2022-11-02,626913985,6545049,0,345653,1544,620368936
2022-11-03,627398957,6547236,0,484972,2187,620851721
2022-11-04,627842039,6549188,0,443082,1952,621292851
2022-11-05,628043335,6549801,0,201296,613,621493534
2022-11-06,628229935,6550345,0,186600,544,621679590
2022-11-07,628530707,6551448,0,300772,1103,621979259
2022-11-08,628978474,6552666,0,447767,1218,622425808
2022-11-09,629410470,6554724,0,431996,2058,622855746
2022-11-10,629862883,6556663,0,452413,1939,623306220
2022-11-11,630350067,6558339,0,487184,1676,623791728
2022-11-12,630591648,6558777,0,241581,438,624032871
2022-11-13,630774413,6559281,0,182765,504,624215132
2022-11-14,631120502,6560624,0,346089,1343,624559878
2022-11-15,631619097,6561554,0,498595,930,625057543
2022-11-16,632102896,6563762,0,483799,2208,625539134
2022-11-17,632576104,6565660,0,473208,1898,626010444
2022-11-18,633205708,6567998,0,629604,2338,626637710
2022-11-19,633452011,6568486,0,246303,488,626883525
2022-11-20,633673695,6569075,0,221684,589,627104620
2022-11-21,634013321,6570171,0,339626,1096,627443150
2022-11-22,634586091,6571888,0,572770,1717,628014203
2022-11-23,635173952,6573953,0,587861,2065,628599999
2022-11-24,635592370,6575285,0,418418,1332,629017085
2022-11-25,636289255,6577475,0,696885,2190,629711780
2022-11-26,636559695,6577987,0,270440,512,629981708
2022-11-27,636822830,6578577,0,263135,590,630244253
2022-11-28,637226440,6579694,0,403610,1117,630646746
2022-11-29,637955961,6581292,0,729521,1598,631374669
2022-11-30,638490287,6582842,0,534326,1550,631907445
2022-12-01,639184008,6585104,0,693721,2262,632598904
2022-12-02,639945352,6587449,0,761344,2345,633357903
2022-12-03,640245244,6588058,0,299892,609,633657186
2022-12-04,640502185,6588694,0,256941,636,633913491
2022-12-05,640999413,6589920,0,497228,1226,634409493
2022-12-06,641623921,6591662,0,624508,1742,635032259
2022-12-07,642254403,6593788,0,630482,2126,635660615
2022-12-08,643058061,6596728,0,803658,2940,636461333
2022-12-09,643726297,6598851,0,668236,2123,637127446
2022-12-10,643999978,6599441,0,273681,590,637400537
2022-12-11,644298323,6600101,0,298345,660,637698222
2022-12-12,644867683,6601684,0,569360,1583,638265999
2022-12-13,645643931,6603621,0,776248,1937,639040310
2022-12-14,646327340,6606016,0,683409,2395,639721324
2022-12-15,647075811,6608697,0,748471,2681,640467114
2022-12-16,647806222,6611376,0,730411,2679,641194846
2022-12-17,648105417,6612183,0,299195,807,641493234
2022-12-18,648388236,6612971,0,282819,788,641775265
2022-12-19,648972048,6614769,0,583812,1798,642357279
2022-12-20,649678885,6616954,0,706837,2185,643061931
2022-12-21,650397194,6619460,0,718309,2506,643777734
2022-12-22,651146250,6622050,0,749056,2590,644524200
2022-12-23,651783311,6624587,0,637061,2537,645158724
2022-12-24,652127641,6625576,0,344330,989,645502065
2022-12-25,652313888,6626441,0,186247,865,645687447
2022-12-26,652831477,6627536,0,517589,1095,646203941
2022-12-27,653484816,6629638,0,653339,2102,646855178
2022-12-28,654120948,6632418,0,636132,2780,647488530
2022-12-29,654791078,6635288,0,670130,2870,648155790
2022-12-30,655371158,6637693,0,580080,2405,648733465
2022-12-31,655634371,6638577,0,263213,884,648995794
2023-01-01,655948332,6639621,0,313961,1044,649308711
2023-01-02,656367562,6640984,0,419230,1363,649726578
2023-01-03,656828727,6643224,0,461165,2240,650185503
2023-01-04,657397881,6646141,0,569154,2917,650751740
2023-01-05,658121695,6649610,0,723814,3469,651472085
2023-01-06,658837015,6652665,0,715320,3055,652184350
2023-01-07,659193225,6653599,0,356210,934,652539626
2023-01-08,659519897,6654657,0,326672,1058,652865240
2023-01-09,659864672,6656627,0,344775,1970,653208045
2023-01-10,660258190,6658958,0,393518,2331,653599232
2023-01-11,660763394,6662200,0,505204,3242,654101194
2023-01-12,661235783,6665488,0,472389,3288,654570295
2023-01-13,661670549,6668456,0,434766,2968,655002093
2023-01-14,661891388,6669461,0,220839,1005,655221927
2023-01-15,662088246,6730364,0,196858,60903,655357882
2023-01-16,662299933,6731642,0,211687,1278,655568291
2023-01-17,662650857,6733643,0,350924,2001,655917214
2023-01-18,663027119,6736773,0,376262,3130,656290346
2023-01-19,663345386,6740224,0,318267,3451,656605162
2023-01-20,663686784,6743658,0,341398,3434,656943126
2023-01-21,663839195,6757141,0,152411,13483,657082054
2023-01-22,663953295,6757821,0,114100,680,657195474
2023-01-23,664121829,6759321,0,168534,1500,657362508
2023-01-24,664392000,6761344,0,270171,2023,657630656
2023-01-25,664685049,6763630,0,293049,2286,657921419
2023-01-26,664962372,6766616,0,277323,2986,658195756
2023-01-27,665199669,6768396,0,237297,1780,658431273
2023-01-28,665332612,6775447,0,132943,7051,658557165
2023-01-29,665456145,6776184,0,123533,737,658679961
2023-01-30,665614640,6777362,0,158495,1178,658837278
2023-01-31,665844373,6779212,0,229733,1850,659065161
2023-02-01,666141016,6781872,0,296643,2660,659359144
2023-02-02,666395798,6784517,0,254782,2645,659611281
2023-02-03,666633136,6786828,0,237338,2311,659846308
2023-02-04,666735875,6790777,0,102739,3949,659945098
2023-02-05,666825064,6791377,0,89189,600,660033687
2023-02-06,666968528,6792327,0,143464,950,660176201
2023-02-07,667164315,6793574,0,195787,1247,660370741
2023-02-08,667393258,6795546,0,228943,1972,660597712
2023-02-09,667649007,6797807,0,255749,2261,660851200
2023-02-10,667790259,6798927,0,141252,1120,660991332
2023-02-11,667921972,6799558,0,131713,631,661122414
2023-02-12,667999204,6799931,0,77232,373,661199273
2023-02-13,668135629,6800661,0,136425,730,661334968
2023-02-14,668328264,6801844,0,192635,1183,661526420
2023-02-15,668567172,6803333,0,238908,1489,661763839
2023-02-16,668769025,6805331,0,201853,1998,661963694
2023-02-17,668961500,6807179,0,192475,1848,662154321
2023-02-18,669052050,6807545,0,90550,366,662244505
2023-02-19,669138089,6808008,0,86039,463,662330081
2023-02-20,669223241,6808495,0,85152,487,662414746
2023-02-21,669402577,6809286,0,179336,791,662593291
2023-02-22,669647563,6811082,0,244986,1796,662836481
2023-02-23,669864363,6812885,0,216800,1803,663051478
2023-02-24,670006059,6813864,0,141696,979,663192195
2023-02-25,670051061,6814075,0,45002,211,663236986
2023-02-26,670116355,6814319,0,65294,244,663302036
2023-02-27,670242186,6814837,0,125831,518,663427349
2023-02-28,670392209,6815703,0,150023,866,663576506
2023-03-01,670611834,6817434,0,219625,1731,663794400
2023-03-02,670796232,6818921,0,184398,1487,663977311
2023-03-03,670978315,6820203,0,182083,1282,664158112
2023-03-04,671032094,6820472,0,53779,269,664211622
2023-03-05,671087927,6820620,0,55833,148,664267307
2023-03-06,671144290,6820949,0,56363,329,664323341
2023-03-07,671273820,6821859,0,129530,910,664451961
2023-03-08,671452430,6823275,0,178610,1416,664629155
2023-03-09,671625714,6824508,0,173284,1233,664801206
